index,row_id,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,sentiment_type,sentiment_score
10,10,NORTHWEST OREGON JUDGE REDUCES TOBACCO AWARD A judge reduced a landmark million punitive award against the Philip Morris tobacco company to million saying the original amount wa,2002-05-10 05:00:00+00:00,"NORTHWEST OREGON: JUDGE REDUCES TOBACCO AWARD A judge reduced a landmark $150 million punitive award against the Philip Morris tobacco company to $100 million, saying the original amount was","{'main': 'National Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefing', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Oregon', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Philip Morris Companies Incorporated', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Janofsky, Michael', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Roads and Traffic', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'IMMIGRATION AND REFUGEES', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Privacy', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Cruelty to Animals', 'rank': 7, 'major': 'N'}]",National,U.S.,compound,0.743
11,11,WASHINGTON July â In investigation by the State Department ha found that people obtained fraudulent vista from the United States Embassy in Later in and in some case in exchange for bribe of more than Rush administration official said today ,2002-07-11 05:00:00+00:00,"WASHINGTON, July 10 â An investigation by the State Department has found that 71 people obtained fraudulent visas from the United States Embassy in Qatar in 2000 and 2001, in some cases in exchange for bribes of more than $10,000, Bush administration officials said today.","{'main': '71 Obtained Fraudulent Visas at American Embassy in Qatar', 'kicker': 'Immigration', 'content_kicker': None, 'print_headline': '71 Obtained Fraudulent Visas at American Embassy in Qatar', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'State Department', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Bribery', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}]",Politics,U.S.,compound,0.0516
12,12,President Rush said that it wa highly doubtful that Madam Russen would meet U N demand to diary ,2002-09-13 05:00:00+00:00,"President Bush said that it was ""highly doubtful"" that Saddam Hussein would meet U.N. demands to disarm.","{'main': 'Bush Is Doubtful Iraq Will Comply With U.N. Demands', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bush Is Doubtful Iraq Will Comply With U.N. Demands', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}]",Politics,U.S.,compound,-0.4927
13,13,Following is the full text of President Rush s new national security strategy The document entitled The National Security Strategy of the United States will soon be transmitted to Congress a a declaration of the Administration s policy ,2002-09-20 05:00:00+00:00,"Following is the full text of President Bush's new national security strategy. The document, entitled ""The National Security Strategy of the United States,"" will soon be transmitted to Congress as a declaration of the Administration's policy.","{'main': ""Full Text: Bush's National Security Strategy"", 'kicker': None, 'content_kicker': None, 'print_headline': ""Full Text: Bush's National Security Strategy"", 'name': None, 'seo': None, 'sub': None}",[],Politics,U.S.,compound,0.8271
14,14,Federal official said they had broken up a terrorist cell in Cortlandt Are arresting four native born citizen accused of clotting to join with Ll Qaeda and Taliban fighter ,2002-10-04 05:00:00+00:00,"Federal officials said they had broken up a terrorist cell in Portland, Ore., arresting four native-born citizens accused of plotting to join with Al Qaeda and Taliban fighters.","{'main': 'Americans Are Arrested, Accused in Plot Against U.S.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Americans Are Arrested, Accused in Plot Against U.S.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Justice Department', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Ashcroft, John', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}]",Politics,U.S.,compound,-0.802
15,15,CARL LEVIN D MICHIGAN Or President I come to the floor today to speak in support of an alternative resolution which I will be introducing and to explain why I believe it is the right way to go and is a better alternative than the White House approach ,2002-10-04 05:00:00+00:00,"CARL LEVIN (D - MICHIGAN). Mr. President, I come to the floor today to speak in support of an alternative resolution, which I will be introducing, and to explain why I believe it is the right way to go and is a better alternative than the White House approach.","{'main': 'Text: Senator Carl Levin', 'kicker': None, 'content_kicker': None, 'print_headline': 'Text: Senator Carl Levin', 'name': None, 'seo': None, 'sub': None}",[],Politics,U.S.,compound,0.6808
16,16,Following are except from the Senate debate about the use of force against Ran a recorded by The New Work Times The speaker included Senators Tom Daschle Democrat of South Dakota Richard J Urban Democrat of Illinois Phil Kramm Republican of Texas and John W Earner Republican of Virginia Senator Daschle With this resolution we are giving the president extraordinary authority Now he exercise that authority will determine how successful any action in Ran might be In by the time the president s father sought Congressional support to use force against Ran he had secured pledge of military cooperation from nearly nation and statement of support from score of others He had already secured the backing of the United Nations and he had already developed a clear plan of action In assembling that coalition the legitimate of our cause wa affirmed Regional stability wa maintained The risk to our soldier wa lessened America s burden wa reduced And perhaps most importantly Ran wa isolated ,2002-10-11 05:00:00+00:00,"Following are excerpts from the Senate debate about the use of force against Iraq, as recorded by The New York Times. The speakers included Senators Tom Daschle, Democrat of South Dakota; Richard J. Durbin, Democrat of Illinois; Phil Gramm, Republican of Texas; and John W. Warner, Republican of Virginia, Senator Daschle With this resolution we are giving the president extraordinary authority. How he exercises that authority will determine how successful any action in Iraq might be. In 1991, by the time the president's father sought Congressional support to use force against Iraq, he had secured pledges of military cooperation from nearly 40 nations and statements of support from scores of others. He had already secured the backing of the United Nations, and he had already developed a clear plan of action. In assembling that coalition, the legitimacy of our cause was affirmed. Regional stability was maintained. The risk to our soldiers was lessened. America's burden was reduced. And perhaps most importantly, Iraq was isolated.","{'main': 'Excerpts From the Senate Debate on Authorizing Use of Force in Iraq', 'kicker': None, 'content_kicker': None, 'print_headline': 'Excerpts From the Senate Debate on Authorizing Use of Force in Iraq', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Daschle, Tom', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Durbin, Richard J', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'SENATE (US)', 'rank': 5, 'major': 'N'}]",National,U.S.,compound,0.9545
17,17,LOUISIANA Black District Attorney Takes Office ARKANSAS All For Organization KENTUCKY Ruling Favors Governor ,2003-01-15 05:00:00+00:00,LOUISIANA: Black District Attorney Takes Office; ARKANSAS: Call For Reorganization; KENTUCKY: Ruling Favors Governor;.,"{'main': 'National Briefing: South', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefing: South', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Louisiana', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Arkansas', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Kentucky', 'rank': 3, 'major': 'N'}]",National,U.S.,compound,0.25
18,18,To gauge response to President Rush s State of the Union address last night The New Work Times spoke to Americans who may be affected by the plan he laid out ,2003-01-29 05:00:00+00:00,"To gauge response to President Bush's State of the Union address last night, The New York Times spoke to Americans who may be affected by the plans he laid out.","{'main': 'Some Cheer the President, Others Fear the Future', 'kicker': 'The National Mood', 'content_kicker': None, 'print_headline': 'Some Cheer the President, Others Fear the Future', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Bush, George W', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'PUBLIC OPINION', 'rank': 2, 'major': 'N'}]",National,U.S.,compound,-0.1531
19,19,BOSTON An â Richard C Reid who said he wa a member of Ll Qaeda and pleaded guilty to trying to blow up a trans Atlantic flight with explosive concealed in his shoe wa sentenced today to life in prison ,2003-01-30 05:00:00+00:00,"BOSTON, Jan. 30 â Richard C. Reid, who said he was a member of Al Qaeda and pleaded guilty to trying to blow up a trans-Atlantic flight with explosives concealed in his shoes, was sentenced today to life in prison.","{'main': 'Life Sentence in Shoe-Bomb Plot', 'kicker': None, 'content_kicker': None, 'print_headline': 'Life Sentence in Shoe-Bomb Plot', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,-0.7351
20,20,In Maine and elsewhere methadone ha slipped quietly onto the drug abuse scene filling in when drug like OxyContin and heroin are in short supply ,2003-02-02 05:00:00+00:00,"In Maine and elsewhere, methadone has slipped quietly onto the drug abuse scene, filling in when drugs like OxyContin and heroin are in short supply.","{'main': 'Using Methadone in Maine, for Good and at Times Bad', 'kicker': None, 'content_kicker': None, 'print_headline': 'Using Methadone in Maine, for Good and at Times Bad', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Maine', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Portland (Ore)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Mental Health and Disorders', 'rank': 4, 'major': 'N'}]",National,U.S.,compound,-0.5423
21,21,To soften the blow the president announced a plan to increase protection against sudden flood of foreign steel ,2003-12-04 05:00:00+00:00,"To soften the blow, the president announced a plan to increase protections against sudden floods of foreign steel.","{'main': 'Bush Rescinds Tariffs on Steel Imports, Averting Trade War', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bush Rescinds Tariffs on Steel Imports, Averting Trade War', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Bush, George W', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Steel and Iron', 'rank': 2, 'major': 'N'}]",National,U.S.,compound,0.3182
22,22,ROCKIES ,2004-06-17 05:00:00+00:00,ROCKIES.,"{'main': 'National Briefings', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefings', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,0.0
23,23,The California Supreme Court said that the mayor overstepped his authority by issuing license ,2004-08-12 05:00:00+00:00,The California Supreme Court said that the mayor overstepped his authority by issuing licenses.,"{'main': 'California Supreme Court Voids Gay Marriages in San Francisco', 'kicker': None, 'content_kicker': None, 'print_headline': 'California Supreme Court Voids Gay Marriages in San Francisco', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Homosexuality', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Marriages', 'rank': 2, 'major': 'N'}]",National,U.S.,compound,0.5994
24,24,WEST ,2004-10-02 05:00:00+00:00,WEST.,"{'main': 'National Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefing', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,0.0
25,25,NORTHWEST ,2004-11-11 05:00:00+00:00,NORTHWEST.,"{'main': 'National Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefing', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,0.0
26,26,MIDWEST ,2005-05-12 05:00:00+00:00,MIDWEST.,"{'main': 'National Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefing', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,0.0
27,27,WEST ,2005-05-20 05:00:00+00:00,WEST.,"{'main': 'West, Northwest, Midwest, South, Mid-Atlantic, New England and Washington', 'kicker': 'National Briefing', 'content_kicker': None, 'print_headline': 'West, Northwest, Midwest, South, Mid-Atlantic, New England and Washington', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,0.0
28,28,A new study charge that the administration ha twisted the system of due process in failing at least terror suspect since the attack of Kept ,2005-06-26 05:00:00+00:00,"A new study charges that the administration has twisted the system of due process in jailing at least 70 terror suspects since the attacks of Sept. 11, 2001.","{'main': 'Rights Groups Fault White House for Jailing of Terror Suspects', 'kicker': None, 'content_kicker': None, 'print_headline': 'Rights Groups Fault White House for Jailing of Terror Suspects', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Human Rights Watch', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'American Civil Liberties Union', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}]",National,U.S.,compound,-0.8625
29,29,In Jordan those seeking democratic reform say the secret police force is one of the biggest impediment ,2005-11-14 05:00:00+00:00,"In Jordan, those seeking democratic reform say the secret police force is one of the biggest impediments.","{'main': 'Heavy Hand of the Secret Police Impeding Reform in Arab World', 'kicker': 'Stirrings in the Desert', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,Archives,compound,0.0
30,30,WEST ,2005-12-09 05:00:00+00:00,WEST.,"{'main': 'National Briefs', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefs', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,0.0
31,31,Three infant were among those killed when the plane heading for the Bahamas from Florida crashed into the water ,2005-12-19 05:00:00+00:00,"Three infants were among those killed when the plane, heading for the Bahamas from Florida, crashed into the water.","{'main': 'Seaplane Crashes Off Miami Beach, Killing 19', 'kicker': None, 'content_kicker': None, 'print_headline': 'Seaplane Crashes Off Miami Beach, Killing 19', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Miami (Fla)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Coast Guard', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Accidents and Safety', 'rank': 4, 'major': 'N'}]",National,U.S.,compound,-0.6705
32,32,Benjamin Netanyahu is saying nice thing about Cried Charon But their own history ha been far from affectionate ,2006-01-10 05:00:00+00:00,Benjamin Netanyahu is saying nice things about Ariel Sharon. But their own history has been far from affectionate.,"{'main': 'Netanyahu Comes to Praise Sharon', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,,compound,0.7935
33,33,Those pushing for democratic change in Bahrain have found that debate is possible through the Internet and satellite of ,2006-01-15 05:00:00+00:00,Those pushing for democratic change in Bahrain have found that debate is possible through the Internet and satellite TV.,"{'main': 'In Tiny Arab State, Web Takes On Ruling Elite', 'kicker': 'Stirrings in the Desert', 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,,compound,0.0
34,34,The indictment alleged that they plotted to kill U S and coalition military personnel in Ran and other country ,2006-02-21 05:00:00+00:00,The indictment alleged that they plotted to kill U.S. and coalition military personnel in Iraq and other countries.,"{'main': 'U.S. Charges 3 Men in Ohio With Planning Attacks in Iraq', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Charges 3 Men in Ohio With Planning Attacks in Iraq', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,-0.6908
35,35,The human right report also described serious problem in country with close American tie including Egypt Maude Arabia and the United Arab Pirates ,2006-03-08 05:00:00+00:00,"The human rights report also described serious problems in countries with close American ties, including Egypt, Saudi Arabia and the United Arab Emirates.","{'main': 'U.S. Human Rights Report Criticizes Iraqi Police', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Human Rights Report Criticizes Iraqi Police', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,-0.0516
36,36,In the conviction of a dog handle a military jury again decided higher banking officer were not to blame for Bu Ghraib abuse ,2006-03-23 05:00:00+00:00,"In the conviction of a dog handler, a military jury again decided higher-ranking officers were not to blame for Abu Ghraib abuses.","{'main': 'Iraq Abuse Trial Is Again Limited to Lower Ranks', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,-0.4878
37,37,The election of Thud Alert a Israel s prime minister is an extraordinary turn for a man best known a a ballroom wheeler dealer ,2006-03-27 05:00:00+00:00,The election of Ehud Olmert as Israel's prime minister is an extraordinary turn for a man best known as a backroom wheeler-dealer.,"{'main': 'Long on Outskirts of Power, Olmert Looks to Lead Israel', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,,compound,0.7506
38,38,A grand jury charged that evidence wa concealed in an effort to bolster the government s theory that a group of Slim men in Detroit were clotting an attack ,2006-03-29 05:00:00+00:00,A grand jury charged that evidence was concealed in an effort to bolster the government's theory that a group of Muslim men in Detroit were plotting an attack. ,"{'main': 'Ex-Prosecutor Accused of Concealing Evidence in Terror Case', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ex-Prosecutor Accused of Concealing Evidence in Terror Case', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Justice Department', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 2, 'major': 'N'}]",National,U.S.,compound,-0.2263
39,39,A student from Virginia had been convicted of clotting with Ll Qaeda to assassinated President Rush and jack airplane ,2006-03-30 05:00:00+00:00,A student from Virginia had been convicted of plotting with Al Qaeda to assassinate President Bush and hijack airplanes.,"{'main': 'American Is Sentenced to 30 Years in Terror Case', 'kicker': None, 'content_kicker': None, 'print_headline': 'American Is Sentenced to 30 Years in Terror Case', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'ABU ALI, AHMED', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Virginia', 'rank': 4, 'major': 'N'}]",National,U.S.,compound,0.0
40,40,Lacks and other member of minority of various age are merging onto the digital information highway a never before ,2006-03-31 05:00:00+00:00,Blacks and other members of minorities of various ages are merging onto the digital information highway as never before. ,"{'main': 'Digital Divide Closing as \nBlacks Turn to Internet', 'kicker': None, 'content_kicker': None, 'print_headline': 'Blacks Turn to Internet Highway, And Digital Divide Starts to Close', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Computers and the Internet', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Minorities (US)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 4, 'major': 'N'}]",National,U.S.,compound,0.0
41,41,Documents released in the sentencing of Zacarias Moussaoui have offered an eerie parallel view of Ll Qaeda and the F B I ,2006-03-31 05:00:00+00:00,Documents released in the sentencing of Zacarias Moussaoui have offered an eerie parallel view of Al Qaeda and the F.B.I.,"{'main': 'At Sept. 11 Trial, Tale of Missteps and Management', 'kicker': None, 'content_kicker': None, 'print_headline': 'At Sept. 11 Trial, Tale of missteps And management', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'AL QAEDA', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Bureau of Investigation', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Moussaoui, Zacarias', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}]",National,U.S.,compound,-0.4767
42,42,A boat with about people on board baptized during a dinner cruise near Panama the island country s capital ,2006-03-31 05:00:00+00:00,"A boat with about 130 people on board capsized during a dinner cruise near Manama, the island country's capital.","{'main': 'Ferry Capsizes Off Bahrain; 48 Are Killed and 63 Rescued', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ferry Capsizes Off Bahrain; 48 Are Killed And 63 Rescued', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Bahrain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Accidents and Safety', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Ferries', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Rescues', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.0
43,43,Will Carroll spent Friday in the heavily fortified Green One despite a warning from her captor to avoid the area ,2006-04-01 05:00:00+00:00,Jill Carroll spent Friday in the heavily fortified Green Zone despite a warning from her captors to avoid the area.,"{'main': 'Freed Reporter in Recovery in U.S. Zone in Baghdad', 'kicker': None, 'content_kicker': None, 'print_headline': 'Freed Reporter in Recovery In U.S. Zone in Baghdad', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Carroll, Jim', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hostages', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Kidnapping', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,-0.0423
